greedy     evap       t_max      max_diff   avg_diff   mid_diff  
0,10       0,10       5          8191,00    5426,70    5535,00   
0,25       0,10       5          6770,00    4527,80    4780,00   
0,50       0,10       5          4100,00    2743,70    2818,50   
0,75       0,10       5          3636,00    2270,40    2409,00   
0,90       0,10       5          5503,00    3007,00    3306,50   
0,10       0,25       5          9518,00    6182,30    6455,50   
0,25       0,25       5          8599,00    5141,50    5128,50   
0,50       0,25       5          4466,00    3143,10    3102,50   
0,75       0,25       5          4744,00    2627,70    2982,00   
0,90       0,25       5          3328,00    2631,20    2659,00   
0,10       0,50       5          7470,00    6078,80    6130,00   
0,25       0,50       5          6126,00    3461,10    3538,00   
0,50       0,50       5          4398,00    3098,10    3167,50   
0,75       0,50       5          3542,00    2785,70    2781,00   
0,90       0,50       5          3925,00    2319,30    2569,00   
0,10       0,75       5          7651,00    4967,30    5253,50   
0,25       0,75       5          7185,00    4640,90    4567,50   
0,50       0,75       5          4989,00    3159,00    3530,50   
0,75       0,75       5          4468,00    2703,90    2791,50   
0,90       0,75       5          3607,00    2601,00    3040,00   
0,10       0,90       5          7060,00    4698,90    4978,50   
0,25       0,90       5          5672,00    4662,40    4793,00   
0,50       0,90       5          4639,00    3562,90    3715,50   
0,75       0,90       5          5153,00    3677,70    3751,50   
0,90       0,90       5          4203,00    3026,10    3228,00   
0,10       0,10       10         9373,00    5713,70    5675,50   
0,25       0,10       10         6796,00    4214,70    4087,50   
0,50       0,10       10         4185,00    1738,50    1769,00   
0,75       0,10       10         2273,00    992,00     884,50    
0,90       0,10       10         2997,00    1962,20    1887,50   
0,10       0,25       10         7424,00    5025,00    4599,00   
0,25       0,25       10         6073,00    3868,60    3869,50   
0,50       0,25       10         3424,00    2042,70    2117,00   
0,75       0,25       10         4276,00    2083,70    2190,00   
0,90       0,25       10         3606,00    1842,00    1342,00   
0,10       0,50       10         6727,00    4260,70    4024,00   
0,25       0,50       10         5004,00    3301,50    3388,50   
0,50       0,50       10         3934,00    1542,50    1118,00   
0,75       0,50       10         1945,00    1391,00    1312,00   
0,90       0,50       10         2836,00    2007,40    1984,50   
0,10       0,75       10         10969,00   5405,90    5238,00   
0,25       0,75       10         5570,00    3457,10    3381,00   
0,50       0,75       10         2821,00    1763,30    1784,50   
0,75       0,75       10         3328,00    1883,00    1922,50   
0,90       0,75       10         3048,00    2011,20    2223,00   
0,10       0,90       10         6580,00    3464,60    3352,00   
0,25       0,90       10         4317,00    2915,80    2914,00   
0,50       0,90       10         4080,00    2793,60    2852,00   
0,75       0,90       10         3021,00    2066,20    2289,50   
0,90       0,90       10         3854,00    2730,60    3001,00   
0,10       0,10       50         7220,00    4262,00    4548,00   
0,25       0,10       50         6644,00    3222,20    2955,50   
0,50       0,10       50         2899,00    1525,50    1602,00   
0,75       0,10       50         2176,00    784,20     640,00    
0,90       0,10       50         1474,00    555,60     383,00    
0,10       0,25       50         8327,00    4813,90    4765,50   
0,25       0,25       50         4621,00    3220,20    3444,00   
0,50       0,25       50         2188,00    1064,60    930,50    
0,75       0,25       50         1347,00    582,30     636,00    
0,90       0,25       50         1133,00    290,20     0,00      
0,10       0,50       50         8009,00    4198,90    3568,00   
