greedy     evap       t_max      max_diff   avg_diff   mid_diff  
0,90       0,25       200        383,00     38,30      0,00      
0,10       0,50       200        5753,00    3616,50    3477,00   
0,25       0,50       200        4288,00    2478,60    2233,00   
0,50       0,50       200        2451,00    1016,40    1123,50   
0,75       0,50       200        383,00     76,60      0,00      
0,90       0,50       200        383,00     114,90     0,00      
0,10       0,75       200        8696,00    4166,60    3864,50   
0,25       0,75       200        4251,00    1998,30    1955,50   
0,50       0,75       200        1714,00    732,70     693,00    
0,75       0,75       200        636,00     255,10     383,00    
0,90       0,75       200        893,00     255,20     0,00      
0,10       0,90       200        1343,00    709,60     893,00    
0,25       0,90       200        897,00     560,50     509,50    
0,50       0,90       200        893,00     331,80     383,00    
0,75       0,90       200        1023,00    237,00     0,00      
0,90       0,90       200        1554,00    417,70     191,50    
