strs_len,time_lev_cache,time_lev_matix,time_damerau_lev,time_lev_recurs
57,2042628.7744227354,0.0,2297420.796100731,
58,2066256.830601093,0.0,2334695.7781456956,
59,2155376.039304611,0.0,2425271.7391304346,
60,2204606.7848882037,0.0,2563250.9242144176,
61,2263144.8412698414,0.0,2614182.6923076925,
62,2404361.337333905,0.0,2768584.521384929,
63,2448030.634573304,0.0,2829852.1017125063,
64,2495273.5765124555,0.0,2937601.2965964344,
65,2630023.6406619386,0.0,3007545.5580865606,
66,2671004.842615012,0.0,3108638.7434554975,
67,2786220.8713272545,1336916.8693345124,3185679.6116504855,
68,2860336.6649132036,0.0,3239093.4405940594,
69,3016273.849607183,1486794.4555444554,3345378.0177890724,
70,3000484.2280022134,1522476.1426418885,3514826.1758691208,
71,3165608.38747785,1551590.380139643,3521724.372029871,
72,3208535.844471446,1564547.8374836172,3691123.188405797,
73,3353952.442159383,1598624.767472761,3747693.7269372693,
74,3392336.3577446532,1682074.5288406624,4014423.076923077,
75,3459448.160535117,1650063.3624331173,4010290.556900726,
76,3608292.512246326,1759168.427407184,4009292.565947242,
77,3685781.476121563,1751515.8237207928,4106404.958677686,
78,3742170.2284450997,1773317.2351343194,4246656.600517687,
79,3894118.7888198756,1860354.6548448384,4389204.545454546,
80,3884736.4280094416,1918408.4924292297,4514872.521246459,
81,4073293.585526316,2065246.2792345854,4719065.656565657,
82,4083953.6807278744,1905741.1100033233,4743303.571428572,
83,4246656.600517687,2132270.693512304,4860386.221294363,
84,4367673.579801623,2145540.1293267403,4991794.310722101,
85,4499882.739212007,2233881.963381379,5085578.002244669,
86,4611650.485436893,2163552.7314112294,5119756.235827665,
87,4625121.713729309,2289377.2893772894,5320743.40527578,
88,4795477.642276423,2267106.347897774,5489335.006273526,
89,4842931.937172775,2317889.252145484,5484532.828282828,
90,4970819.761129207,2314106.487148103,5725033.068783069,
91,5027173.9130434785,2439489.751417357,5810950.413223141,
92,5019251.925192519,2546932.2344322344,6035407.725321888,
93,5384673.518742442,2698724.2394504417,6033415.841584158,
94,5449288.256227758,2521532.184950136,6226325.757575758,
95,5652031.454783748,2730658.4877315974,6425233.644859813,
96,5707950.065703022,2800091.431556949,6551580.698835274,
97,5853994.490358126,2933396.635919696,6684922.680412371,
98,5987762.237762238,3040158.3710407238,6801791.958041958,
99,6158759.124087592,3044181.0344827585,6906702.898550725,
100,6240399.3855606755,3162091.988130564,7176598.837209302,
100,6116137.370753324,2972972.972972973,7062146.892655367,
101,6203007.5187969925,3033295.711060948,7183202.3575638505,
102,6535947.712418301,3296205.919395466,7548786.919831224,
103,6715771.2305026,3362217.6913425345,7579787.234042553,
104,6704650.092081032,0.0,7630042.462845011,
105,6860439.068100358,3480450.2369668246,7777149.321266969,
106,7008272.05882353,3378102.5473546702,8014705.882352941,
107,7048233.695652174,3649553.5714285714,8267405.063291139,
108,7392820.247933884,3732195.0328707085,8290816.326530612,
109,7442010.30927835,3803221.5523737753,8604452.05479452,
110,7644127.155172414,3846884.498480243,8735590.778097983,
111,7847850.678733031,3891419.8936977983,8800287.35632184,
112,7830135.440180587,3946329.913180742,9009009.00900901,
113,7830377.574370709,4043367.3469387754,9078746.17737003,
114,8203125.0,3970588.2352941176,9114583.333333334,
115,8336018.041237113,4267621.145374449,9527439.024390243,
116,8407152.230971128,4240689.212328767,9527439.024390243,
117,8370535.714285715,4171981.292517007,9765625.0,
118,8769586.894586895,4363738.738738739,9883996.212121213,
119,8855712.166172108,4410747.232472325,10143649.193548387,
120,9014423.076923076,4506641.366223909,10177203.065134099,
121,9188286.163522013,4599171.539961014,10505319.148936171,
122,9364820.846905537,4676660.059464817,10505319.148936171,
123,9427966.101694915,4476663.585951941,10714285.714285715,
124,9619472.789115647,4779222.45108136,10770631.067961166,
125,9779676.258992806,4643574.297188755,11230468.75,
126,10002367.424242424,4938646.170442287,11541193.181818182,
127,10209163.346613545,5108173.076923077,11513157.894736841,
128,10416666.666666666,5190435.280641466,11792452.830188679,
129,10555555.555555556,5245271.867612293,11792452.830188679,
130,10811611.374407584,5419741.697416974,12218045.112781955,
131,10811611.374407584,5382775.119617225,12340764.33121019,
132,10795454.545454545,5250726.7441860465,12400793.650793651,
133,11104060.913705584,5539231.257941551,12525826.446280992,
134,11209239.130434783,5689313.984168866,12784090.909090908,
135,11418269.23076923,5729166.666666667,12971698.113207547,
136,11647727.272727273,5553343.949044586,13322368.421052631,
137,11743012.422360249,5862068.9655172415,13626453.488372093,
138,12035472.972972972,5732615.894039735,13719512.195121951,
139,12152777.777777778,6087962.962962963,13844936.708860759,
140,12500000.0,6085285.505124451,14266304.347826088,
141,12500000.0,6221931.13772455,14524647.887323944,
142,12605042.016806724,6542487.684729064,14358108.108108109,
143,13091216.216216216,6501850.328947368,14880952.38095238,
144,13125000.0,6643282.31292517,15625000.0,
145,13322368.421052631,6801791.958041958,14914772.727272727,
146,13518258.426966293,6872755.834829443,15625000.0,
147,13844936.708860759,6928604.01459854,14914772.727272727,
148,14105902.777777778,7048872.180451128,15625000.0,
149,13942307.692307692,7075471.698113208,16406250.0,
150,14266304.347826088,7204523.346303502,16406250.0,
151,15625000.0,7151442.307692308,15625000.0,
152,14583333.333333334,7151442.307692308,15625000.0,
153,15625000.0,7428278.68852459,15625000.0,
154,15625000.0,7461734.693877551,15625000.0,
155,15625000.0,7644127.155172414,15625000.0,
156,15625000.0,7743362.831858407,15625000.0,
157,15625000.0,7830377.574370709,17680921.05263158,
158,16406250.0,8018585.131894484,17410714.285714287,
159,15625000.0,8112980.769230769,15625000.0,
160,15625000.0,8160581.683168317,15625000.0,
161,16406250.0,8237933.168316832,18949468.085106384,
162,15625000.0,8454907.161803713,19042968.75,
163,15625000.0,8553523.035230352,19205729.166666668,
164,17538265.30612245,8382161.458333333,18949468.085106384,
165,17410714.285714287,8195465.68627451,19396551.724137932,
166,17410714.285714287,8281250.0,19914215.68627451,
167,17968750.0,8982035.928143712,20391949.15254237,
168,18465909.09090909,8823529.411764706,20656779.66101695,
169,18682065.217391305,8530405.405405406,20220588.23529412,
170,18465909.09090909,9078746.17737003,20921610.169491526,
171,18465909.09090909,8680555.555555556,20921610.169491526,
172,18914473.684210528,8982035.928143712,21446078.43137255,
173,18465909.09090909,8921967.455621302,21551724.137931034,
174,19396551.724137932,9619661.921708185,22187500.0,
175,19471153.846153848,9831460.674157303,22090517.24137931,
176,19914215.68627451,9560751.748251747,22429435.48387097,
177,20127118.644067798,9458612.04013378,22786458.333333332,
178,19914215.68627451,9364983.974358974,22727272.727272727,
179,20526960.784313727,9868421.05263158,23305084.745762713,
180,20656779.66101695,10286458.333333334,23437500.0,
181,21186440.677966103,10555555.555555556,23611111.111111112,
182,21186440.677966103,10679472.47706422,24147727.272727273,
183,21752450.980392158,10783450.704225352,24594907.407407407,
184,21484375.0,10989832.535885168,24553571.42857143,
185,22073412.698412698,11067708.333333334,25122549.019607842,
186,22090517.24137931,11101973.684210526,25568181.818181816,
187,22187500.0,11308701.657458564,25568181.818181816,
188,22727272.727272727,11428571.42857143,26194852.94117647,
189,22640306.12244898,11447192.513368985,26388888.888888888,
190,22916666.666666668,11694785.27607362,26388888.888888888,
191,23611111.111111112,11744281.045751633,27057926.82926829,
192,23437500.0,11895161.290322581,27199074.074074075,
193,24147727.272727273,12035472.972972972,27232142.85714286,
194,24515086.20689655,12053571.42857143,31250000.0,
195,24147727.272727273,12317518.248175183,27832031.25,
196,24933510.63829787,12453007.518796992,28125000.0,
197,24939903.846153848,12573242.1875,28846153.846153848,
198,25122549.019607842,12648809.523809524,28846153.846153848,
199,25568181.818181816,12809684.684684685,28846153.846153848,
200,25607638.888888888,12931034.48275862,29296875.0,
201,25892857.14285714,13109110.169491526,29829545.454545453,
202,26388888.888888888,13125000.0,29829545.454545453,
203,26154891.304347824,13417119.56521739,30427631.57894737,
204,26939655.172413792,13417119.56521739,31250000.0,
205,27199074.074074075,13518258.426966293,31250000.0,
206,27500000.0,15625000.0,31250000.0,
207,27232142.85714286,13970588.235294119,32812500.0,
208,28645833.333333332,13813405.79710145,31250000.0,
209,28846153.846153848,14088114.754098361,31250000.0,
210,28808593.75,13698630.136986302,32812500.0,
211,28459821.42857143,14105902.777777778,31250000.0,
212,28846153.846153848,14423076.923076924,31250000.0,
213,29296875.0,14088114.754098361,33653846.15384615,
214,29829545.454545453,15625000.0,31250000.0,
215,31250000.0,14445754.716981132,34375000.0,
216,30427631.57894737,14648437.5,34646739.13043478,
217,31250000.0,15625000.0,31250000.0,
218,32812500.0,14583333.333333334,35156250.0,
219,31250000.0,15625000.0,35156250.0,
220,31250000.0,15625000.0,35845588.23529412,
221,32812500.0,14914772.727272727,35845588.23529412,
222,32812500.0,15625000.0,36458333.333333336,
223,31250000.0,15625000.0,37109375.0,
224,31250000.0,14880952.38095238,37109375.0,
225,32812500.0,15625000.0,37326388.88888889,
226,32812500.0,15625000.0,37760416.666666664,
227,33653846.15384615,15625000.0,37946428.571428575,
228,32812500.0,16406250.0,37760416.666666664,
229,34375000.0,16084558.823529411,39062500.0,
230,34375000.0,15625000.0,39772727.27272727,
231,34646739.13043478,15625000.0,38194444.44444445,
232,34598214.28571428,16084558.823529411,40039062.5,
233,33653846.15384615,16826923.076923076,41015625.0,
234,35156250.0,15625000.0,41015625.0,
235,35714285.71428572,15625000.0,40482954.54545455,
236,35845588.23529412,16406250.0,41406250.0,
237,35845588.23529412,15625000.0,42119565.217391305,
238,36458333.333333336,16406250.0,42613636.36363637,
239,36458333.333333336,17410714.285714287,42534722.222222224,
240,37760416.666666664,15625000.0,43198529.4117647,
241,37760416.666666664,17137096.774193548,44407894.7368421,
242,37326388.88888889,17410714.285714287,42067307.692307696,
243,37760416.666666664,15625000.0,43198529.4117647,
244,37946428.571428575,15625000.0,46875000.0,
245,38722826.08695652,15625000.0,43945312.5,
246,38194444.44444445,18229166.666666668,44921875.0,
247,39663461.538461536,17828525.64102564,43750000.0,
248,39772727.27272727,17968750.0,45673076.92307692,
249,40039062.5,18465909.09090909,46875000.0,
250,39772727.27272727,18465909.09090909,49107142.85714286,
251,40482954.54545455,18949468.085106384,46875000.0,
252,41666666.666666664,15625000.0,46875000.0,
253,42067307.692307696,20127118.644067798,46875000.0,
254,42968750.0,20391949.15254237,46875000.0,
255,43154761.9047619,20833333.333333332,46875000.0,
256,42534722.222222224,21139705.88235294,46875000.0,
257,43198529.4117647,20921610.169491526,49107142.85714286,
258,43945312.5,21186440.677966103,50347222.222222224,
259,43750000.0,21446078.43137255,51562500.0,
260,43945312.5,21821120.689655174,51562500.0,
261,44791666.666666664,21186440.677966103,50347222.222222224,
262,43945312.5,20526960.784313727,49107142.85714286,
263,46875000.0,20833333.333333332,49107142.85714286,
264,46875000.0,22073412.698412698,52951388.88888889,
265,44921875.0,22187500.0,53125000.0,
266,46875000.0,22478070.175438598,53125000.0,
267,46875000.0,22681451.612903226,53125000.0,
268,49107142.85714286,23111979.166666668,53125000.0,
269,46875000.0,23706896.55172414,53125000.0,
270,49107142.85714286,23193359.375,55147058.823529415,
271,46875000.0,23584905.660377357,54687500.0,
272,50347222.222222224,23097826.086956523,54687500.0,
273,49107142.85714286,23897058.82352941,56640625.0,
274,46875000.0,23737980.769230768,58035714.28571428,
275,46875000.0,24147727.272727273,59895833.333333336,
276,46875000.0,24739583.333333332,58035714.28571428,
277,49107142.85714286,24764150.943396226,59895833.333333336,
278,50347222.222222224,25135869.56521739,57291666.666666664,
279,51562500.0,25135869.56521739,58593750.0,
280,53125000.0,25347222.222222224,58593750.0,
281,53125000.0,25240384.615384616,58593750.0,
282,54166666.666666664,25510204.08163265,59895833.333333336,
283,53125000.0,26442307.692307692,59895833.333333336,
284,53819444.44444445,26367187.5,60937500.0,
285,54166666.666666664,26633522.727272727,62500000.0,
286,54166666.666666664,26785714.285714287,60937500.0,
287,54687500.0,26704545.454545453,62500000.0,
288,54687500.0,26726973.684210528,62500000.0,
289,55803571.428571425,27232142.85714286,62500000.0,
290,55555555.55555555,27057926.82926829,65625000.0,
291,55338541.666666664,25568181.818181816,65625000.0,
292,55555555.55555555,26171875.0,65625000.0,
293,56490384.615384616,26713709.677419353,65625000.0,
294,56490384.615384616,27832031.25,67708333.33333333,
295,58035714.28571428,28125000.0,67708333.33333333,
296,58593750.0,28125000.0,67187500.0,
297,58333333.333333336,28846153.846153848,65625000.0,
298,62500000.0,28125000.0,67708333.33333333,
299,59659090.90909091,26633522.727272727,67708333.33333333,
300,58593750.0,28459821.42857143,67708333.33333333,
301,58593750.0,29296875.0,69602272.72727273,
302,59895833.333333336,29296875.0,70312500.0,
303,60937500.0,29829545.454545453,65625000.0,
304,60937500.0,30427631.57894737,69711538.46153846,
305,58035714.28571428,31250000.0,69602272.72727273,
306,62500000.0,30427631.57894737,70312500.0,
307,62500000.0,31250000.0,70312500.0,
308,62500000.0,31250000.0,71875000.0,
309,65625000.0,31250000.0,71875000.0,
310,65625000.0,31250000.0,72916666.66666667,
311,62500000.0,31250000.0,74652777.77777778,
312,65625000.0,31250000.0,74652777.77777778,
313,65625000.0,32812500.0,73437500.0,
314,62500000.0,29829545.454545453,75000000.0,
315,62500000.0,32812500.0,76171875.0,
316,62500000.0,32812500.0,78125000.0,
317,62500000.0,32812500.0,75000000.0,
318,67708333.33333333,33653846.15384615,75000000.0,
319,67708333.33333333,31250000.0,81250000.0,
320,65625000.0,32812500.0,81250000.0,
321,65625000.0,34375000.0,78125000.0,
322,65625000.0,34375000.0,78125000.0,
323,70312500.0,31250000.0,84375000.0,
324,65625000.0,35156250.0,81250000.0,
325,70312500.0,33653846.15384615,81250000.0,
326,70312500.0,33653846.15384615,81250000.0,
327,72916666.66666667,32812500.0,82031250.0,
328,72916666.66666667,34375000.0,81250000.0,
329,71875000.0,35156250.0,84375000.0,
330,71875000.0,35326086.95652174,85937500.0,
331,72916666.66666667,35845588.23529412,87500000.0,
332,74652777.77777778,34375000.0,84375000.0,
333,74652777.77777778,34646739.13043478,81250000.0,
334,74652777.77777778,35156250.0,87500000.0,
335,76171875.0,36458333.333333336,87500000.0,
336,75000000.0,37326388.88888889,87500000.0,
337,78125000.0,37760416.666666664,87500000.0,
338,81250000.0,38194444.44444445,87500000.0,
339,75000000.0,39062500.0,87890625.0,
340,78125000.0,35845588.23529412,87890625.0,
341,81250000.0,37760416.666666664,91517857.14285715,
342,81250000.0,37760416.666666664,87500000.0,
343,78125000.0,37326388.88888889,90625000.0,
344,81250000.0,38722826.08695652,90625000.0,
345,78125000.0,39062500.0,90625000.0,
346,81250000.0,38722826.08695652,89843750.0,
347,81250000.0,40039062.5,93750000.0,
348,84375000.0,40039062.5,90625000.0,
349,84375000.0,40039062.5,93750000.0,
350,82031250.0,40482954.54545455,93750000.0,
351,81250000.0,40922619.047619045,93750000.0,
352,84375000.0,41015625.0,96875000.0,
353,84375000.0,41666666.666666664,93750000.0,
354,84375000.0,41940789.473684214,96875000.0,
355,84375000.0,42534722.222222224,96875000.0,
356,81250000.0,42613636.36363637,96875000.0,
357,84375000.0,42534722.222222224,100000000.0,
358,87500000.0,42534722.222222224,100000000.0,
359,85937500.0,43945312.5,100000000.0,
360,85937500.0,42119565.217391305,98214285.71428572,
361,87890625.0,43945312.5,100000000.0,
362,89843750.0,43945312.5,100446428.57142857,
363,90625000.0,44791666.666666664,100446428.57142857,
364,91517857.14285715,43945312.5,106250000.0,
365,87890625.0,46875000.0,103125000.0,
366,90625000.0,46875000.0,104910714.28571428,
367,91517857.14285715,46875000.0,104910714.28571428,
368,90277777.77777778,49107142.85714286,106250000.0,
369,90625000.0,49107142.85714286,106770833.33333333,
370,96875000.0,44921875.0,109375000.0,
371,96875000.0,46875000.0,106250000.0,
372,96875000.0,46875000.0,109375000.0,
373,96875000.0,46875000.0,109375000.0,
374,96875000.0,46875000.0,112500000.0,
375,96875000.0,45138888.88888889,109375000.0,
376,96875000.0,46875000.0,109375000.0,
377,98214285.71428572,46875000.0,109375000.0,
378,93750000.0,46875000.0,112500000.0,
379,93750000.0,46875000.0,109375000.0,
380,100000000.0,46875000.0,115625000.0,
381,96875000.0,49107142.85714286,112500000.0,
382,100000000.0,49278846.15384615,114583333.33333333,
383,103125000.0,46875000.0,115625000.0,
384,103125000.0,49107142.85714286,117187500.0,
385,103125000.0,46875000.0,119791666.66666667,
386,103125000.0,50347222.222222224,118750000.0,
387,104910714.28571428,51562500.0,118750000.0,
388,106250000.0,49107142.85714286,121875000.0,
389,106250000.0,51562500.0,121875000.0,
390,106770833.33333333,51339285.71428572,121875000.0,
391,106770833.33333333,51339285.71428572,121875000.0,
392,109375000.0,51562500.0,121875000.0,
393,109375000.0,53125000.0,121875000.0,
394,106770833.33333333,51562500.0,121875000.0,
395,109375000.0,53125000.0,125000000.0,
396,109375000.0,53125000.0,125000000.0,
397,103125000.0,53125000.0,121875000.0,
398,109375000.0,53125000.0,125000000.0,
399,109375000.0,53125000.0,128125000.0,
400,106250000.0,55555555.55555555,121875000.0,
401,112500000.0,54687500.0,128125000.0,
402,112500000.0,55555555.55555555,128125000.0,
403,112500000.0,55555555.55555555,128125000.0,
404,112500000.0,55555555.55555555,128125000.0,
405,111979166.66666667,57291666.666666664,128125000.0,
406,115625000.0,55803571.428571425,131250000.0,
407,115625000.0,58035714.28571428,128125000.0,
408,115625000.0,58035714.28571428,131250000.0,
409,113839285.71428572,58035714.28571428,134375000.0,
410,117187500.0,54687500.0,128125000.0,
411,114583333.33333333,56490384.615384616,131250000.0,
412,118750000.0,58333333.333333336,131250000.0,
413,117187500.0,58593750.0,134375000.0,
414,118750000.0,59895833.333333336,134375000.0,
415,121875000.0,58035714.28571428,134375000.0,
416,121875000.0,59659090.90909091,137500000.0,
417,118750000.0,60937500.0,137500000.0,
418,121875000.0,62500000.0,137500000.0,
419,121093750.0,62500000.0,134375000.0,
420,128125000.0,58035714.28571428,137500000.0,
421,121875000.0,62500000.0,140625000.0,
422,121875000.0,65625000.0,140625000.0,
423,125000000.0,59895833.333333336,143750000.0,
424,125000000.0,59895833.333333336,143750000.0,
425,125000000.0,62500000.0,140625000.0,
426,128125000.0,62500000.0,143750000.0,
427,128125000.0,62500000.0,146875000.0,
428,128125000.0,65625000.0,143750000.0,
429,128125000.0,62500000.0,143750000.0,
430,128125000.0,62500000.0,150000000.0,
431,131250000.0,62500000.0,146875000.0,
432,134375000.0,65625000.0,146875000.0,
433,134375000.0,62500000.0,143750000.0,
434,131250000.0,65625000.0,146875000.0,
435,134375000.0,62500000.0,153125000.0,
436,134375000.0,65625000.0,150000000.0,
437,134375000.0,67708333.33333333,150000000.0,
438,137500000.0,67708333.33333333,150000000.0,
439,137500000.0,67708333.33333333,153125000.0,
440,137500000.0,67708333.33333333,153125000.0,
441,137500000.0,67187500.0,159375000.0,
442,137500000.0,65625000.0,156250000.0,
443,137500000.0,67708333.33333333,153125000.0,
444,140625000.0,67708333.33333333,156250000.0,
445,143750000.0,70312500.0,156250000.0,
446,146875000.0,67708333.33333333,162500000.0,
447,140625000.0,67708333.33333333,159375000.0,
448,137500000.0,65625000.0,159375000.0,
449,140625000.0,67708333.33333333,159375000.0,
450,140625000.0,70312500.0,162500000.0,
451,143750000.0,67708333.33333333,162500000.0,
452,146875000.0,67708333.33333333,165625000.0,
453,140625000.0,70312500.0,165625000.0,
454,140625000.0,72916666.66666667,165625000.0,
455,143750000.0,73437500.0,165625000.0,
456,146875000.0,70312500.0,165625000.0,
457,146875000.0,72916666.66666667,168750000.0,
458,140625000.0,70312500.0,162500000.0,
459,146875000.0,70312500.0,171875000.0,
460,146875000.0,75000000.0,168750000.0,
461,148437500.0,70312500.0,168750000.0,
462,153125000.0,70312500.0,168750000.0,
463,150000000.0,72916666.66666667,171875000.0,
464,150000000.0,75000000.0,169270833.33333334,
465,153125000.0,70312500.0,171875000.0,
466,150000000.0,75000000.0,175000000.0,
467,150000000.0,74652777.77777778,171875000.0,
468,156250000.0,72916666.66666667,178125000.0,
469,153125000.0,78125000.0,178125000.0,
470,153125000.0,78125000.0,175000000.0,
471,159375000.0,75000000.0,178125000.0,
472,156250000.0,75000000.0,184375000.0,
473,159375000.0,81250000.0,181250000.0,
474,165625000.0,78125000.0,190625000.0,
475,156250000.0,81250000.0,178125000.0,
476,159375000.0,81250000.0,181250000.0,
477,165625000.0,78125000.0,184375000.0,
478,159375000.0,81250000.0,181250000.0,
479,162500000.0,81250000.0,187500000.0,
480,159375000.0,78125000.0,187500000.0,
481,162500000.0,84375000.0,184375000.0,
482,165625000.0,78125000.0,187500000.0,
483,165625000.0,82031250.0,190625000.0,
484,162500000.0,84375000.0,187500000.0,
485,162500000.0,84375000.0,187500000.0,
486,165625000.0,84375000.0,187500000.0,
487,162500000.0,84375000.0,193750000.0,
488,165625000.0,87500000.0,190625000.0,
489,162500000.0,81250000.0,190625000.0,
490,168750000.0,81250000.0,193750000.0,
491,168750000.0,83984375.0,196875000.0,
492,168750000.0,83984375.0,196875000.0,
493,168750000.0,76171875.0,196875000.0,
494,168750000.0,84375000.0,193750000.0,
495,175000000.0,84375000.0,196875000.0,
496,171875000.0,85937500.0,200000000.0,
497,175000000.0,81250000.0,193750000.0,
498,162500000.0,79545454.54545455,190625000.0,
499,162500000.0,80078125.0,190625000.0,
500,171875000.0,81250000.0,190625000.0,
