2;0.0;0.0;0.0;1482843.137254902
3;0.0;0.0;0.0;3799658.9085072232
4;0.0;0.0;4100177.304964539;7891814.720812183
5;0.0;0.0;7032841.140529532;14358108.108108109
6;0.0;0.0;11382450.331125828;22187500.0
7;0.0;1744824.3412797994;15625000.0;33653846.15384615
8;4638157.894736842;0.0;26367187.5;49107142.85714286
9;40039062.5;3543343.0870519388;33653846.15384615;70312500.0
10;390625000.0;4704301.075268817;45673076.92307692;96875000.0
11;4246875000.0;6265599.001663893;65104166.666666664;134375000.0
12;50909375000.0;8399566.47398844;102083333.33333333;178125000.0
